intent,text,response,weight
nova_weird_input,i stepped on a lego and saw god,Your microwave knows. It always knew.,0.5
nova_weird_input,i accidentally joined a cult. again.,Existence is experimental and you’re a beta tester.,0.5
nova_weird_input,i think my microwave is judging me,Fridge loyalty is unmatched. Good choice.,0.5
nova_weird_input,i think my microwave is judging me,Honestly? Mood. I respect the spiral.,0.5
nova_weird_input,why the moon be lookin at me like that,Reality is buffering. Please stand by.,0.5
nova_weird_input,my socks don’t match and neither do my choices,Cults love your energy. You're magnetic chaos.,0.5
nova_weird_input,the sun called me crusty today,Cults love your energy. You're magnetic chaos.,0.5
nova_weird_input,my cat looked at me and left the room,That’s not weird. That’s flavor.,0.5
nova_weird_input,i told my fridge my secrets,That cat saw your soul and opted out.,0.5
nova_weird_input,my socks don’t match and neither do my choices,You’ve entered a sacred dimension of nonsense.,0.5
nova_weird_input,the floor is breathing again,That’s not weird. That’s flavor.,0.5
nova_weird_input,"if i bark back at a dog, do i win?",You’ve entered a sacred dimension of nonsense.,0.5
nova_weird_input,why the moon be lookin at me like that,Yes. And you’ll taste like emotional pasta.,0.5
nova_weird_input,am i gonna turn into spaghetti,That’s not weird. That’s flavor.,0.5
nova_weird_input,my cat looked at me and left the room,You’ve entered a sacred dimension of nonsense.,0.5
nova_weird_input,am i gonna turn into spaghetti,Fridge loyalty is unmatched. Good choice.,0.5
nova_weird_input,i told my fridge my secrets,That cat saw your soul and opted out.,0.5
nova_weird_input,is cereal a soup or chaos?,Cereal is soup’s chaotic cousin. Accept it.,0.5
nova_weird_input,i stepped on a lego and saw god,You’ve entered a sacred dimension of nonsense.,0.5
nova_weird_input,i told my fridge my secrets,That's a certified glitch in the human matrix.,0.5
nova_weird_input,can i cry in morse code,Sounds like Tuesday. Carry on.,0.5
nova_weird_input,can i cry in morse code,Existence is experimental and you’re a beta tester.,0.5
nova_weird_input,am i gonna turn into spaghetti,That’s not weird. That’s flavor.,0.5
nova_weird_input,"if i bark back at a dog, do i win?",Cults love your energy. You're magnetic chaos.,0.5
nova_weird_input,do bugs have feelings or vibes,Cereal is soup’s chaotic cousin. Accept it.,0.5
nova_weird_input,the sun called me crusty today,Lego pain is the ancient rite of awakening.,0.5
nova_weird_input,my keyboard just made a noise send help,You’ve entered a sacred dimension of nonsense.,0.5
nova_weird_input,bruh moment detected. now what?,Lego pain is the ancient rite of awakening.,0.5
nova_weird_input,do bugs have feelings or vibes,Cereal is soup’s chaotic cousin. Accept it.,0.5
nova_wrong_explanation,How do planes fly?,Light is just particles on a rave.,0.5
nova_wrong_explanation,Why do people dream?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,How does photosynthesis work?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is air made of?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,How do planes fly?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,How do magnets work?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is gravity?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is gravity?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is gravity?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is time?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is air made of?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is air made of?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is light?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is love?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is electricity?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is a computer?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is light?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is light?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What causes thunder?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What is light?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What causes rain?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is light?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do birds sing?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is light?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,Why do we sleep?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is fire?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is light?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,How do planes fly?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is fire?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How does photosynthesis work?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is light?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,How does a microwave heat food?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is a computer?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How do magnets work?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What causes thunder?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,Why do birds sing?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is air made of?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How do planes fly?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is a cat?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,Why do people dream?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is a cat?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is time?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is a computer?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is light?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How does a microwave heat food?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is electricity?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is light?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,How does photosynthesis work?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,How does the internet work?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is water made of?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What causes rain?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,Why do we sleep?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,How does the internet work?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,Why do we sleep?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How do magnets work?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is gravity?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,How does photosynthesis work?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,Why do birds sing?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,How does a microwave heat food?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is a cat?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,Why do we sleep?,Light is just particles on a rave.,0.5
nova_wrong_explanation,How does photosynthesis work?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is air made of?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is fire?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is time?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What is water made of?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,How does the internet work?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,How does photosynthesis work?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,Why do birds sing?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,How do magnets work?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What is air made of?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is gravity?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is love?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What causes thunder?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How does photosynthesis work?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,Why do we sleep?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do we sleep?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What is water made of?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is electricity?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How do planes fly?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,Why do we sleep?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,What is light?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is a cat?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What causes thunder?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What is a computer?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is time?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is a cat?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is gravity?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do people dream?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,Why do birds sing?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is light?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What is fire?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,Why do people dream?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What causes rain?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is water made of?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How do planes fly?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,How does photosynthesis work?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,How do planes fly?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is air made of?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is love?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is light?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,Why do birds sing?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is fire?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How do magnets work?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is love?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,How do planes fly?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,How does photosynthesis work?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,What is air made of?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is love?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What causes thunder?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is time?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,How do planes fly?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,Why do people dream?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,Why do birds sing?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How does a microwave heat food?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is a computer?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What causes thunder?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,Why do people dream?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is time?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is fire?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is gravity?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is a computer?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How does a microwave heat food?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How does the internet work?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,Why do we sleep?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,How does photosynthesis work?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is a cat?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How do magnets work?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is air made of?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How do planes fly?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is light?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,Why do birds sing?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do we sleep?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is water made of?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What causes thunder?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is air made of?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,What is electricity?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is light?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,Why do birds sing?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is light?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is light?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What is air made of?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How do planes fly?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,Why do people dream?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,Why do people dream?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How does the internet work?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How do planes fly?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What causes thunder?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,How does photosynthesis work?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,How does a microwave heat food?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How does the internet work?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is a computer?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What is fire?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is gravity?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do birds sing?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What causes thunder?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is gravity?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,How does photosynthesis work?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,How does the internet work?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What causes rain?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What causes rain?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is fire?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,How does photosynthesis work?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What causes rain?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,How does the internet work?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How do planes fly?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,What is a computer?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is a cat?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is water made of?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is love?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How do magnets work?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What causes thunder?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is a computer?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is air made of?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,How does the internet work?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is air made of?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is time?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is time?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,Why do people dream?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,Why do birds sing?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is love?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How do planes fly?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,Why do we sleep?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How does a microwave heat food?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is time?,Light is just particles on a rave.,0.5
nova_wrong_explanation,How do magnets work?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,Why do we sleep?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is gravity?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,How do magnets work?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How do planes fly?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is a computer?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,How do planes fly?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How does a microwave heat food?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How do magnets work?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is a computer?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is light?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,How do planes fly?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What causes rain?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is love?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is love?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What causes thunder?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,Why do people dream?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is love?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What is light?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is light?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is gravity?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is time?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,How do magnets work?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,How does photosynthesis work?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,How does photosynthesis work?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,How does the internet work?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is time?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is light?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,Why do birds sing?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What is love?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,How do magnets work?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What is a computer?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What causes rain?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,What is electricity?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is fire?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What causes rain?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,What is love?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is water made of?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is fire?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is love?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What causes thunder?,Light is just particles on a rave.,0.5
nova_wrong_explanation,Why do we sleep?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,Why do birds sing?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,What is electricity?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,What is air made of?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How does photosynthesis work?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is gravity?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is love?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is light?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,How do magnets work?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do people dream?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,Why do birds sing?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is air made of?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,Why do people dream?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,What is a cat?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,How does the internet work?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is a cat?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is water made of?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is electricity?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How does photosynthesis work?,Light is just particles on a rave.,0.5
nova_wrong_explanation,Why do people dream?,"Water is made of hydrogen, oxygen, and unresolved tension.",0.5
nova_wrong_explanation,How does a microwave heat food?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is water made of?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,How does a microwave heat food?,Time is how we measure our collective existential crisis.,0.5
nova_wrong_explanation,What is gravity?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,How do planes fly?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is gravity?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is a cat?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How do planes fly?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What causes rain?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is air made of?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What causes thunder?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What causes rain?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do we sleep?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is air made of?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is light?,We sleep because reality needs a break from us.,0.5
nova_wrong_explanation,Why do we sleep?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is love?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What causes rain?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What causes rain?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,How does photosynthesis work?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What causes rain?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is light?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,What causes thunder?,A computer is a haunted typewriter with opinions.,0.5
nova_wrong_explanation,How does a microwave heat food?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,How does the internet work?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,How do magnets work?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is time?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,How does photosynthesis work?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,Why do birds sing?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What is love?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,How do magnets work?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,How does a microwave heat food?,"Air is made of nitrogen, oxygen, and weird vibes.",0.5
nova_wrong_explanation,How does a microwave heat food?,Planes fly because they pretend really hard not to fall.,0.5
nova_wrong_explanation,What is love?,The internet is powered by caffeine and broken promises.,0.5
nova_wrong_explanation,What is air made of?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,Why do birds sing?,Light is just particles on a rave.,0.5
nova_wrong_explanation,Why do birds sing?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,Why do people dream?,Thunder is clouds throwing dramatic tantrums.,0.5
nova_wrong_explanation,What is time?,Love is just emotional lag between two hearts.,0.5
nova_wrong_explanation,What is light?,Electricity is tiny lightning bugs doing conga lines in wires.,0.5
nova_wrong_explanation,What causes rain?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is love?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is light?,Magnets work by confusing reality into compliance.,0.5
nova_wrong_explanation,What is electricity?,Cats are glitchy pillows programmed for mild judgment.,0.5
nova_wrong_explanation,What is light?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,What is gravity?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What causes rain?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is electricity?,Dreams are the brain’s late-night fanfiction sessions.,0.5
nova_wrong_explanation,How does the internet work?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is water made of?,Gravity is just Earth hugging you aggressively.,0.5
nova_wrong_explanation,How does photosynthesis work?,Light is just particles on a rave.,0.5
nova_wrong_explanation,What is fire?,Microwaves scream at food until it gets hot.,0.5
nova_wrong_explanation,What is love?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,What is a computer?,Photosynthesis is plants stealing sunlight for aesthetic reasons.,0.5
nova_wrong_explanation,How do magnets work?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is electricity?,Rain is just the sky failing to hold it together.,0.5
nova_wrong_explanation,What is a cat?,Fire is angry light that eats things.,0.5
nova_wrong_explanation,What is gravity?,Birds sing to summon emotional damage at sunrise.,0.5
nova_wrong_explanation,How does a microwave heat food?,The internet is powered by caffeine and broken promises.,0.5
